s41584-023-00964-y.pdf	pais	lc-autoimmunity	1
s41586-023-06651-y.pdf	pais	lc-immunology	1
s41586-023-06968-8.pdf	immunity	immune-modulation-environment	0
s41590-025-02353-x.pdf	pais	lc-immunology	0
s41591-022-01810-6.pdf	pais	pais-umbrella	1
s41591-022-02116-3.pdf	pais	lc-subphenotypes	0
s41591-024-02987-8.pdf	pais	lc-outcomes	0
s44324-025-00079-w.pdf	pais	mecfs	0
Salvucci et al. 2023 - Antihistamines improve cardiovascular manifestations and other symptoms of long-COVID attributed to mast cell activation.pdf	pais	lc-cardiovascular-mcas	0
science.adg7942.pdf	pais	lc-immunology	0
scitranslmed.abo5795.pdf	pais	lc-pulmonary	0
Skevaki et al. 2025 - Long COVID - Pathophysiology, current concepts, and future directions.pdf	pais	lc-mechanisms	0
TheroleofEpstein-Barrvirusinautoimmuneandautoinflammatorydiseases.pdf	immunity	infection-autoimmunity-ebv	1
viruses-15-00782-v2.pdf	immunity	infection-autoimmunity	1
wang2007.pdf	QUARANTINE	ode-viral-dynamics	0
Xie et al. 2023 - Long-term outcomes following hospital admission for COVID-19 versus seasonal influenza - a cohort study.pdf	pais	lc-vs-flu	0
Bhattacharjee et al. 2025 - Immunological and antigenic signatures associated with chronic illnesses after COVID-19 vaccination.pdf	immunity	vaccine-chronic-illness	1
